Epochs,Normal Epoch Times,PAI Epoch Times
0,35.96077489852905,
1,36.964919328689575,
2,36.43178057670593,
3,36.58231782913208,
4,36.329660415649414,
5,36.54070258140564,
6,65.98716974258423,
7,67.43653917312622,
8,65.91622138023376,
9,66.46985602378845,
10,65.63135957717896,
11,65.85860347747803,
12,65.7401602268219,
13,66.00463390350342,
14,66.1318142414093,
15,66.15153050422668,
16,65.6091799736023,
17,65.92589497566223,
18,66.02669596672058,
19,65.93450975418091,
20,65.80123782157898,
21,66.06010913848877,
22,65.81064033508301,
23,65.88608455657959,
24,66.09701251983643,
25,66.15887832641602,
26,67.09102320671082,
27,67.23602676391602,
28,66.53512907028198,
29,68.17406749725342,
30,67.09254598617554,
31,67.468186378479,
32,66.92769169807434,
33,66.01626110076904,
34,66.32790970802307,
35,67.05882596969604,
36,65.8566644191742,
37,67.67720222473145,
38,66.5860390663147,
