Epochs,Validation Scores,Validation Running Scores
0,98.31,
1,98.78,
2,98.66,
3,98.64,
4,98.8,
5,99.05,
6,98.69,
7,99.03,
8,98.81,
9,99.01,
10,98.93,
11,99.05,
12,98.75,
13,98.69,
14,98.75,
15,99.05,
16,99.01,
17,98.96,
18,98.88,
19,99.0,
20,98.93,
0,,98.31
1,,98.78
2,,98.66
3,,98.64
4,,98.8
5,,99.05
6,,98.69
7,,99.03
8,,98.81
9,,99.01
10,,98.93
11,,99.05
12,,98.75
13,,98.69
14,,98.75
15,,99.05
16,,99.01
17,,98.96
18,,98.88
19,,99.0
20,,98.93
