Epochs,Normal Epoch Times,PAI Epoch Times
0,62.95783472061157,
1,47.50227212905884,
2,49.636155128479004,
3,49.59621810913086,
4,95.7988715171814,
5,95.51089000701904,
6,96.06294989585876,
7,96.27073216438293,
8,97.0501217842102,
9,143.07889246940613,
10,145.06938004493713,
11,144.72164106369019,
12,143.05707359313965,
13,142.27373671531677,
14,142.08756160736084,
15,143.7695872783661,
16,146.884516954422,
17,146.81012678146362,
18,146.707124710083,
19,145.93791723251343,
