Epochs,Normal Epoch Times,PAI Epoch Times
0,62.95783472061157,
1,47.50227212905884,
2,49.636155128479004,
3,49.59621810913086,
4,49.854434967041016,
5,48.458513021469116,
6,48.58285093307495,
7,49.06695008277893,
8,49.281394958496094,
9,48.23005509376526,
10,48.002999782562256,
11,47.88880634307861,
12,48.51338815689087,
13,50.9322235584259,
