Epochs,Validation Scores,Validation Running Scores
0,0.22753176093101501,
1,0.19407705962657928,
2,0.14388397336006165,
3,0.19657063484191895,
4,0.22224876284599304,
5,0.2491871565580368,
6,0.13462239503860474,
7,0.22194921970367432,
8,0.28758156299591064,
9,0.24820594489574432,
10,0.2519606351852417,
11,0.18732468783855438,
12,0.21235398948192596,
13,0.22648382186889648,
14,0.11388915777206421,
15,0.12975531816482544,
16,0.20064590871334076,
17,0.24927088618278503,
18,0.17522096633911133,
0,,0.22753176093101501
1,,0.19407705962657928
2,,0.14388397336006165
3,,0.19657063484191895
4,,0.22224876284599304
5,,0.2491871565580368
6,,0.13462239503860474
7,,0.22194921970367432
8,,0.28758156299591064
9,,0.24820594489574432
10,,0.2519606351852417
11,,0.18732468783855438
12,,0.21235398948192596
13,,0.22648382186889648
14,,0.11388915777206421
15,,0.12975531816482544
16,,0.20064590871334076
17,,0.24927088618278503
18,,0.17522096633911133
