Epochs,Validation Scores,Validation Running Scores,train
0,13.793103448275861,,
1,19.82758620689655,,
2,25.862068965517242,,
3,16.379310344827587,,
4,21.551724137931036,,
5,27.586206896551722,,
6,32.758620689655174,,
7,33.62068965517241,,
8,42.241379310344826,,
9,29.310344827586206,,
10,27.586206896551722,,
11,43.96551724137931,,
12,27.586206896551722,,
13,31.896551724137932,,
14,38.793103448275865,,
15,35.3448275862069,,
16,31.896551724137932,,
17,40.51724137931034,,
18,38.793103448275865,,
19,46.55172413793103,,
20,48.275862068965516,,
21,50.0,,
22,50.86206896551724,,
23,57.758620689655174,,
24,44.827586206896555,,
25,44.827586206896555,,
26,45.689655172413794,,
27,55.172413793103445,,
28,43.10344827586207,,
29,62.06896551724138,,
30,53.44827586206897,,
31,31.896551724137932,,
32,50.86206896551724,,
33,58.62068965517241,,
34,47.41379310344828,,
35,50.0,,
36,50.86206896551724,,
37,59.48275862068966,,
38,45.689655172413794,,
39,55.172413793103445,,
40,46.55172413793103,,
41,62.06896551724138,,
42,48.275862068965516,,
43,44.827586206896555,,
44,45.689655172413794,,
45,58.62068965517241,,
46,58.62068965517241,,
47,56.89655172413793,,
48,56.89655172413793,,
49,63.793103448275865,,
50,62.93103448275862,,
51,54.310344827586206,,
52,54.310344827586206,,
53,56.89655172413793,,
54,63.793103448275865,,
55,56.03448275862069,,
56,62.06896551724138,,
57,61.206896551724135,,
58,59.48275862068966,,
59,58.62068965517241,,
60,57.758620689655174,,
61,64.65517241379311,,
62,67.24137931034483,,
63,36.206896551724135,,
64,46.55172413793103,,
65,38.793103448275865,,
66,25.0,,
67,24.137931034482758,,
68,40.51724137931034,,
69,42.241379310344826,,
70,29.310344827586206,,
71,36.206896551724135,,
72,36.206896551724135,,
73,37.93103448275862,,
74,45.689655172413794,,
75,37.93103448275862,,
76,52.58620689655172,,
77,41.37931034482759,,
78,55.172413793103445,,
79,54.310344827586206,,
80,59.48275862068966,,
81,51.724137931034484,,
82,47.41379310344828,,
83,56.03448275862069,,
84,46.55172413793103,,
85,51.724137931034484,,
86,62.06896551724138,,
87,56.89655172413793,,
88,43.96551724137931,,
89,60.3448275862069,,
90,47.41379310344828,,
91,61.206896551724135,,
92,46.55172413793103,,
93,56.89655172413793,,
94,50.0,,
95,43.96551724137931,,
96,62.06896551724138,,
97,62.93103448275862,,
98,54.310344827586206,,
99,60.3448275862069,,
100,54.310344827586206,,
101,50.86206896551724,,
102,51.724137931034484,,
103,55.172413793103445,,
104,60.3448275862069,,
105,63.793103448275865,,
106,65.51724137931035,,
107,61.206896551724135,,
108,62.06896551724138,,
109,56.89655172413793,,
110,56.03448275862069,,
111,63.793103448275865,,
112,62.06896551724138,,
