Wall time,Step,Value
1768405428.4663036,0,-140.07679748535156
1768405529.3635669,1,98.78678894042969
1768405547.030492,2,142.5787811279297
1768405550.5616207,3,109.37739562988281
1768405588.059972,4,165.5116729736328
1768405603.2216072,5,149.71800231933594
1768405615.8502083,6,145.82687377929688
1768405629.5234628,7,149.02474975585938
1768405637.0702226,8,130.2625732421875
1768405646.0484598,9,145.1845245361328
1768405651.8363037,10,123.40361022949219
1768405661.5531406,11,136.06895446777344
1768405679.4238303,12,140.4119415283203
1768405694.0452638,13,168.631591796875
1768405697.9267194,14,114.673095703125
1768405711.599413,15,147.21731567382812
1768405720.2619345,16,144.9054718017578
1768405733.3215096,17,125.08348083496094
1768405749.5537598,18,144.8553009033203
1768405763.567315,19,133.78988647460938
1768405772.718576,20,129.21519470214844
1768405798.9763792,21,125.15270233154297
1768405810.4970233,22,150.9969940185547
1768405818.681882,23,141.375244140625
1768405822.4170961,24,114.9330062866211
1768405832.1898904,25,149.96644592285156
1768405845.1268249,26,162.57974243164062
1768405854.081465,27,144.79234313964844
1768405860.030754,28,127.19011688232422
1768405868.3734107,29,132.57371520996094
1768405879.5638561,30,144.7665252685547
1768405882.8243005,31,109.9031753540039
1768405893.3927186,32,154.2995147705078
1768405898.7192633,33,127.03167724609375
1768405907.857821,34,139.3622589111328
1768405915.7242281,35,136.61526489257812
1768405929.6151063,36,164.8889923095703
1768405939.6830394,37,146.43353271484375
1768405944.0560439,38,113.32096862792969
1768405953.0349684,39,135.9311065673828
1768405964.372962,40,146.19969177246094
1768405973.318537,41,137.82669067382812
1768405979.4883897,42,129.55239868164062
1768405987.7781699,43,130.68788146972656
1768405997.3369641,44,143.2686767578125
1768406011.9272935,45,160.21453857421875
1768406020.2172995,46,139.4616241455078
1768406033.649704,47,156.8460235595703
1768406044.536522,48,154.3135528564453
1768406052.3397982,49,124.0948257446289
1768406058.0270946,50,127.27154541015625
1768406068.076208,51,128.2767791748047
1768406081.356617,52,152.21461486816406
1768406089.9430883,53,139.6748046875
1768406104.0424407,54,155.0628662109375
1768406114.112806,55,146.72950744628906
1768406121.4481778,56,125.93589782714844
1768406132.3263175,57,133.09262084960938
1768406138.8483996,58,112.27865600585938
1768406141.3529081,59,108.14462280273438
1768406150.0896406,60,135.5146484375
1768406155.2717927,61,119.6006851196289
1768406166.3074894,62,146.79722595214844
1768406169.1043456,63,110.73226165771484
1768406177.3851347,64,134.0802764892578
1768406187.309614,65,132.6001434326172
1768406197.041239,66,143.8052215576172
1768406204.3673186,67,120.23992919921875
1768406212.0305176,68,125.52716064453125
1768406219.1485634,69,133.595458984375
1768406226.451033,70,121.66139221191406
1768406233.3030524,71,124.19662475585938
1768406240.797961,72,129.41317749023438
1768406250.696735,73,139.6942138671875
1768406259.9511917,74,140.238525390625
1768406270.6680465,75,153.44183349609375
1768406280.0471551,76,139.52227783203125
1768406293.9768395,77,158.2525177001953
1768406422.424598,78,-512.4219360351562
1768406431.0650275,79,132.98948669433594
1768406442.7257016,80,144.21441650390625
1768406447.7319715,81,124.99573516845703
1768406455.066003,82,121.43638610839844
1768406462.614319,83,109.9250717163086
1768406476.0450902,84,159.6846923828125
1768406480.8953695,85,116.95808410644531
1768406488.7622051,86,136.27232360839844
1768406495.3361633,87,134.63601684570312
1768406510.5001736,88,154.80941772460938
1768406514.3971617,89,119.15901184082031
1768406520.3559818,90,125.14431762695312
1768406523.1157572,91,108.89151763916016
1768406531.1315732,92,132.71409606933594
