Wall time,Step,Value
1768400242.5532434,0,1.0
1768400268.724239,1,1.0
1768400286.5914683,2,1.0
1768400316.2778919,3,1.0
1768400339.777309,4,1.0
1768400362.5038054,5,1.0
1768400381.7808237,6,1.0
1768400400.6994553,7,0.34116604924201965
1768400457.988581,8,0.04953625798225403
1768400497.6249745,9,0.04953625798225403
1768400585.6874442,10,0.04953625798225403
1768400680.6351776,11,0.04953625798225403
1768400727.38591,12,0.04953625798225403
1768400733.63795,13,0.04953625798225403
1768400749.5537648,14,0.04953625798225403
1768400763.7240522,15,0.04953625798225403
1768400780.8977797,16,0.04953625798225403
1768400793.0039449,17,0.04953625798225403
1768400807.1752594,18,0.04953625798225403
1768400817.7398148,19,0.04953625798225403
1768400829.062677,20,0.04953625798225403
1768400843.7095444,21,0.04953625798225403
1768400852.8188822,22,0.04953625798225403
1768400880.9197972,23,0.04953625798225403
1768400894.1817605,24,0.04953625798225403
1768400906.607171,25,0.04953625798225403
1768400919.9825726,26,0.04953625798225403
1768400928.105656,27,0.04953625798225403
1768400931.1928816,28,0.04953625798225403
1768400943.027165,29,0.04953625798225403
1768400952.9213536,30,0.04953625798225403
1768400959.6500776,31,0.04953625798225403
1768400967.511179,32,0.04953625798225403
1768400976.7477427,33,0.04953625798225403
1768400988.383362,34,0.04953625798225403
1768400994.1593833,35,0.04953625798225403
1768401000.5701334,36,0.04953625798225403
1768401006.3451366,37,0.04953625798225403
1768401015.7677152,38,0.04953625798225403
1768401025.2190852,39,0.04953625798225403
1768401040.8613017,40,0.04953625798225403
1768401052.839925,41,0.04953625798225403
1768401062.552246,42,0.04953625798225403
1768401069.9163725,43,0.04953625798225403
1768401079.3522918,44,0.04953625798225403
1768401093.091109,45,0.04953625798225403
1768401095.0785215,46,0.04953625798225403
1768401104.3505108,47,0.04953625798225403
1768401113.4607017,48,0.04953625798225403
1768401122.2545316,49,0.04953625798225403
1768401133.1379025,50,0.04953625798225403
1768401143.5070648,51,0.04953625798225403
1768401148.985809,52,0.04953625798225403
1768401159.0082123,53,0.04953625798225403
1768401167.8203082,54,0.04953625798225403
1768401180.560746,55,0.04953625798225403
1768401187.2899685,56,0.04953625798225403
1768401199.555369,57,0.04953625798225403
1768401211.6629617,58,0.04953625798225403
1768401220.2970371,59,0.04953625798225403
1768401226.388344,60,0.04953625798225403
1768401236.5674684,61,0.04953625798225403
1768401245.8375318,62,0.04953625798225403
1768401250.038569,63,0.04953625798225403
1768401257.7203207,64,0.04953625798225403
1768401263.3589458,65,0.04953625798225403
1768401272.31006,66,0.04953625798225403
1768401281.2271073,67,0.04953625798225403
1768401290.6199825,68,0.04953625798225403
1768401299.8555396,69,0.04953625798225403
1768401310.0665946,70,0.04953625798225403
1768401317.3983586,71,0.04953625798225403
1768401328.72131,72,0.04953625798225403
1768401340.8269835,73,0.04953625798225403
1768401350.721215,74,0.04953625798225403
1768401360.7748039,75,0.04953625798225403
1768401368.93202,76,0.04953625798225403
1768401380.094253,77,0.04953625798225403
1768401390.2721164,78,0.04953625798225403
1768401402.3788607,79,0.04953625798225403
1768401409.2666168,80,0.04953625798225403
1768401426.441918,81,0.04953625798225403
1768401437.006494,82,0.04953625798225403
1768401447.0594852,83,0.04953625798225403
1768401456.7943254,84,0.04953625798225403
1768401468.420463,85,0.04953625798225403
1768401480.2107623,86,0.04953625798225403
1768401483.7736585,87,0.04953625798225403
1768401489.5494103,88,0.04953625798225403
1768401498.8199086,89,0.04953625798225403
1768401508.0906763,90,0.04953625798225403
1768401519.7433853,91,0.04953625798225403
1768401535.2280219,92,0.04953625798225403
1768401542.252463,93,0.04953625798225403
1768401549.1406183,94,0.04953625798225403
1768401565.3696532,95,0.04953625798225403
1768401568.4575145,96,0.04953625798225403
1768401580.2454586,97,0.04953625798225403
1768401587.3049974,98,0.04953625798225403
1768401591.9805267,99,0.04953625798225403
1768401601.0923343,100,0.04953625798225403
1768401607.3439734,101,0.04953625798225403
1768401619.769297,102,0.04953625798225403
1768401630.1391826,103,0.04953625798225403
1768401637.9804645,104,0.04953625798225403
1768401649.303621,105,0.04953625798225403
1768401658.880827,106,0.04953625798225403
1768401668.1507301,107,0.04953625798225403
1768401680.096174,108,0.04953625798225403
1768401691.861831,109,0.04953625798225403
1768401701.5961797,110,0.04953625798225403
1768401718.8977766,111,0.04953625798225403
1768401729.2671173,112,0.04953625798225403
1768401741.0556893,113,0.04953625798225403
1768401751.1095407,114,0.04953625798225403
