Epochs,Validation Scores,Validation Running Scores
0,0.6359158083296015,
1,0.6493506493506493,
2,0.6390506045678459,
3,0.6484549932825795,
4,0.6529332736229287,
5,0.645320197044335,
6,0.658307210031348,
7,0.6475593372145096,
8,0.6430810568741603,
9,0.6524854455888939,
10,0.6426332288401254,
11,0.6551724137931034,
12,0.6430810568741603,
13,0.6493506493506493,
14,0.651141961486789,
15,0.6520376175548589,
16,0.6493506493506493,
17,0.6524854455888939,
18,0.6551724137931034,
19,0.6524854455888939,
20,0.651589789520824,
21,0.6529332736229287,
22,0.6551724137931034,
23,0.6578593819973131,
24,0.6533811016569637,
25,0.6556202418271384,
26,0.651141961486789,
0,,0.6359158083296015
1,,0.6493506493506493
2,,0.6390506045678459
3,,0.6484549932825795
4,,0.6529332736229287
5,,0.645320197044335
6,,0.658307210031348
7,,0.6475593372145096
8,,0.6430810568741603
9,,0.6524854455888939
10,,0.6426332288401254
11,,0.6551724137931034
12,,0.6430810568741603
13,,0.6493506493506493
14,,0.651141961486789
15,,0.6520376175548589
16,,0.6493506493506493
17,,0.6524854455888939
18,,0.6551724137931034
19,,0.6524854455888939
20,,0.651589789520824
21,,0.6529332736229287
22,,0.6551724137931034
23,,0.6578593819973131
24,,0.6533811016569637
25,,0.6556202418271384
26,,0.651141961486789
