Epochs,Validation Scores,Validation Running Scores
0,0.6359158083296015,
1,0.6493506493506493,
2,0.6390506045678459,
3,0.6484549932825795,
4,0.6529332736229287,
5,0.645320197044335,
6,0.658307210031348,
7,0.6403940886699507,
8,0.6533811016569637,
9,0.6435288849081953,
10,0.6502463054187192,
11,0.6538289296909987,
12,0.6542767577250336,
13,0.6435288849081953,
14,0.651141961486789,
15,0.6475593372145096,
16,0.6538289296909987,
17,0.6489028213166145,
18,0.6551724137931034,
19,0.6506941334527542,
20,0.6484549932825795,
21,0.6471115091804747,
22,0.6538289296909987,
23,0.6435288849081953,
24,0.6506941334527542,
25,0.6480071652485445,
26,0.6542767577250336,
0,,0.6359158083296015
1,,0.6493506493506493
2,,0.6390506045678459
3,,0.6484549932825795
4,,0.6529332736229287
5,,0.645320197044335
6,,0.658307210031348
7,,0.6403940886699507
8,,0.6533811016569637
9,,0.6435288849081953
10,,0.6502463054187192
11,,0.6538289296909987
12,,0.6542767577250336
13,,0.6435288849081953
14,,0.651141961486789
15,,0.6475593372145096
16,,0.6538289296909987
17,,0.6489028213166145
18,,0.6551724137931034
19,,0.6506941334527542
20,,0.6484549932825795
21,,0.6471115091804747
22,,0.6538289296909987
23,,0.6435288849081953
24,,0.6506941334527542
25,,0.6480071652485445
26,,0.6542767577250336
