Epochs,learning_rate
0,5e-05
1,5e-05
2,5e-05
3,5e-05
4,5e-05
5,5e-05
6,5e-05
7,5e-05
8,5e-05
9,5e-05
10,5e-05
11,5e-05
12,5e-05
13,2.5e-05
14,2.5e-05
15,2.5e-05
16,2.5e-05
17,2.5e-05
18,2.5e-05
19,1.25e-05
20,1.25e-05
21,1.25e-05
22,1.25e-05
23,5e-05
24,5e-05
25,5e-05
26,5e-05
27,5e-05
28,5e-05
29,5e-05
30,5e-05
31,5e-05
32,5e-05
33,5e-05
34,5e-05
35,5e-05
36,2.5e-05
37,2.5e-05
38,2.5e-05
39,2.5e-05
