Epochs,Normal Epoch Times,PAI Epoch Times
0,78.5833911895752,
1,81.8260669708252,
2,52.18164873123169,
3,47.57970714569092,
4,51.6152138710022,
5,45.60616087913513,
6,45.96379375457764,
7,47.15760684013367,
8,47.030601978302,
9,46.99463868141174,
10,44.10005521774292,
11,45.39863395690918,
12,49.03248596191406,
13,45.12223029136658,
14,43.52656054496765,
15,45.96336221694946,
16,43.088935136795044,
17,42.6140410900116,
18,44.31617021560669,
19,44.875370264053345,
20,37.64708495140076,
21,26.970560312271118,
22,27.129355669021606,
23,27.043753147125244,
24,28.409975051879883,
25,26.801191091537476,
26,28.511707305908203,
27,27.19916558265686,
28,26.968680143356323,
29,33.448270082473755,
30,27.325462579727173,
31,27.639107704162598,
32,27.0352725982666,
33,26.935285568237305,
34,27.168339729309082,
35,26.534319639205933,
36,27.347388982772827,
37,27.466760873794556,
38,27.867307424545288,
39,26.14253544807434,
40,32.11498951911926,
41,26.756355047225952,
42,26.608955144882202,
43,26.21577000617981,
44,27.733081817626953,
45,26.049715042114258,
46,26.28550434112549,
47,25.927792072296143,
48,26.334917068481445,
49,27.18456244468689,
50,27.45259952545166,
51,27.111170530319214,
52,26.140089750289917,
53,26.90610122680664,
54,26.545621633529663,
55,26.716063022613525,
56,27.074607610702515,
57,26.307379245758057,
58,26.851460695266724,
59,27.001612901687622,
60,27.17894148826599,
61,26.609934329986572,
62,27.93735980987549,
63,26.599426746368408,
64,27.565465211868286,
65,25.399461269378662,
66,26.22977924346924,
67,26.909838676452637,
68,28.10724687576294,
69,28.076152563095093,
70,26.86467432975769,
71,25.745500326156616,
72,26.716861963272095,
73,26.8655047416687,
74,38.00395941734314,
75,31.877614736557007,
76,28.11775231361389,
77,26.73005986213684,
78,28.951143503189087,
79,27.319669008255005,
80,27.267373085021973,
81,27.141963243484497,
82,27.444809198379517,
83,27.139806747436523,
84,30.350130796432495,
85,28.831217765808105,
86,26.542718172073364,
87,26.763211488723755,
88,26.881112098693848,
89,27.357728719711304,
90,27.10755467414856,
91,28.09427785873413,
92,27.829923629760742,
93,27.70790386199951,
94,27.90967106819153,
95,27.711320161819458,
96,31.87800931930542,
97,27.006510496139526,
98,27.10445237159729,
99,27.62066149711609,
100,27.743798971176147,
101,28.03322458267212,
102,26.60065531730652,
103,27.41146230697632,
104,27.433011531829834,
105,28.299660205841064,
106,27.637134790420532,
107,32.86628866195679,
108,26.988127946853638,
109,26.881243228912354,
110,26.750967025756836,
111,27.267613172531128,
112,27.420870780944824,
113,26.446305751800537,
114,26.09935235977173,
115,26.474448680877686,
116,27.226314544677734,
117,26.565243005752563,
118,31.175769329071045,
119,27.95045280456543,
120,26.6201753616333,
121,26.74968671798706,
122,27.26122784614563,
123,26.50558590888977,
124,27.14057421684265,
125,26.866490125656128,
126,26.563709497451782,
127,26.576834201812744,
128,26.978416919708252,
129,30.59557056427002,
130,28.114484786987305,
131,26.918028593063354,
132,27.1681866645813,
133,27.030813455581665,
134,26.45923686027527,
135,26.825197458267212,
136,26.440415859222412,
